"Fecha","Inmunizado_diario","Booster_diario"
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,0
2020-03-16,0,0
2020-03-17,0,0
2020-03-18,0,0
2020-03-19,0,0
2020-03-20,0,0
2020-03-21,0,0
2020-03-22,0,0
2020-03-23,0,0
2020-03-24,0,0
2020-03-25,0,0
2020-03-26,0,0
2020-03-27,0,0
2020-03-28,0,0
2020-03-29,0,0
2020-03-30,0,0
2020-03-31,0,0
2020-04-01,0,0
2020-04-02,0,0
2020-04-03,0,0
2020-04-04,0,0
2020-04-05,0,0
2020-04-06,0,0
2020-04-07,0,0
2020-04-08,0,0
2020-04-09,0,0
2020-04-10,0,0
2020-04-11,0,0
2020-04-12,0,0
2020-04-13,0,0
2020-04-14,0,0
2020-04-15,0,0
2020-04-16,0,0
2020-04-17,0,0
2020-04-18,0,0
2020-04-19,0,0
2020-04-20,0,0
2020-04-21,0,0
2020-04-22,0,0
2020-04-23,0,0
2020-04-24,0,0
2020-04-25,0,0
2020-04-26,0,0
2020-04-27,0,0
2020-04-28,0,0
2020-04-29,0,0
2020-04-30,0,0
2020-05-01,0,0
2020-05-02,0,0
2020-05-03,0,0
2020-05-04,0,0
2020-05-05,0,0
2020-05-06,0,0
2020-05-07,0,0
2020-05-08,0,0
2020-05-09,0,0
2020-05-10,0,0
2020-05-11,0,0
2020-05-12,0,0
2020-05-13,0,0
2020-05-14,0,0
2020-05-15,0,0
2020-05-16,0,0
2020-05-17,0,0
2020-05-18,0,0
2020-05-19,0,0
2020-05-20,0,0
2020-05-21,0,0
2020-05-22,0,0
2020-05-23,0,0
2020-05-24,0,0
2020-05-25,0,0
2020-05-26,0,0
2020-05-27,0,0
2020-05-28,0,0
2020-05-29,0,0
2020-05-30,0,0
2020-05-31,0,0
2020-06-01,0,0
2020-06-02,0,0
2020-06-03,0,0
2020-06-04,0,0
2020-06-05,0,0
2020-06-06,0,0
2020-06-07,0,0
2020-06-08,0,0
2020-06-09,0,0
2020-06-10,0,0
2020-06-11,0,0
2020-06-12,0,0
2020-06-13,0,0
2020-06-14,0,0
2020-06-15,0,0
2020-06-16,0,0
2020-06-17,0,0
2020-06-18,0,0
2020-06-19,0,0
2020-06-20,0,0
2020-06-21,0,0
2020-06-22,0,0
2020-06-23,0,0
2020-06-24,0,0
2020-06-25,0,0
2020-06-26,0,0
2020-06-27,0,0
2020-06-28,0,0
2020-06-29,0,0
2020-06-30,0,0
2020-07-01,0,0
2020-07-02,0,0
2020-07-03,0,0
2020-07-04,0,0
2020-07-05,0,0
2020-07-06,0,0
2020-07-07,0,0
2020-07-08,0,0
2020-07-09,0,0
2020-07-10,0,0
2020-07-11,0,0
2020-07-12,0,0
2020-07-13,0,0
2020-07-14,0,0
2020-07-15,0,0
2020-07-16,0,0
2020-07-17,0,0
2020-07-18,0,0
2020-07-19,0,0
2020-07-20,0,0
2020-07-21,0,0
2020-07-22,0,0
2020-07-23,0,0
2020-07-24,0,0
2020-07-25,0,0
2020-07-26,0,0
2020-07-27,0,0
2020-07-28,0,0
2020-07-29,0,0
2020-07-30,0,0
2020-07-31,0,0
2020-08-01,0,0
2020-08-02,0,0
2020-08-03,0,0
2020-08-04,0,0
2020-08-05,0,0
2020-08-06,0,0
2020-08-07,0,0
2020-08-08,0,0
2020-08-09,0,0
2020-08-10,0,0
2020-08-11,0,0
2020-08-12,0,0
2020-08-13,0,0
2020-08-14,0,0
2020-08-15,0,0
2020-08-16,0,0
2020-08-17,0,0
2020-08-18,0,0
2020-08-19,0,0
2020-08-20,0,0
2020-08-21,0,0
2020-08-22,0,0
2020-08-23,0,0
2020-08-24,0,0
2020-08-25,0,0
2020-08-26,0,0
2020-08-27,0,0
2020-08-28,0,0
2020-08-29,0,0
2020-08-30,0,0
2020-08-31,0,0
2020-09-01,0,0
2020-09-02,0,0
2020-09-03,0,0
2020-09-04,0,0
2020-09-05,0,0
2020-09-06,0,0
2020-09-07,0,0
2020-09-08,0,0
2020-09-09,0,0
2020-09-10,0,0
2020-09-11,0,0
2020-09-12,0,0
2020-09-13,0,0
2020-09-14,0,0
2020-09-15,0,0
2020-09-16,0,0
2020-09-17,0,0
2020-09-18,0,0
2020-09-19,0,0
2020-09-20,0,0
2020-09-21,0,0
2020-09-22,0,0
2020-09-23,0,0
2020-09-24,0,0
2020-09-25,0,0
2020-09-26,0,0
2020-09-27,0,0
2020-09-28,0,0
2020-09-29,0,0
2020-09-30,0,0
2020-10-01,0,0
2020-10-02,0,0
2020-10-03,0,0
2020-10-04,0,0
2020-10-05,0,0
2020-10-06,0,0
2020-10-07,0,0
2020-10-08,0,0
2020-10-09,0,0
2020-10-10,0,0
2020-10-11,0,0
2020-10-12,0,0
2020-10-13,0,0
2020-10-14,0,0
2020-10-15,0,0
2020-10-16,0,0
2020-10-17,0,0
2020-10-18,0,0
2020-10-19,0,0
2020-10-20,0,0
2020-10-21,0,0
2020-10-22,0,0
2020-10-23,0,0
2020-10-24,0,0
2020-10-25,0,0
2020-10-26,0,0
2020-10-27,0,0
2020-10-28,0,0
2020-10-29,0,0
2020-10-30,0,0
2020-10-31,0,0
2020-11-01,0,0
2020-11-02,0,0
2020-11-03,0,0
2020-11-04,0,0
2020-11-05,0,0
2020-11-06,0,0
2020-11-07,0,0
2020-11-08,0,0
2020-11-09,0,0
2020-11-10,0,0
2020-11-11,0,0
2020-11-12,0,0
2020-11-13,0,0
2020-11-14,0,0
2020-11-15,0,0
2020-11-16,0,0
2020-11-17,0,0
2020-11-18,0,0
2020-11-19,0,0
2020-11-20,0,0
2020-11-21,0,0
2020-11-22,0,0
2020-11-23,0,0
2020-11-24,0,0
2020-11-25,0,0
2020-11-26,0,0
2020-11-27,0,0
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,0,0
2020-12-09,0,0
2020-12-10,0,0
2020-12-11,0,0
2020-12-12,0,0
2020-12-13,0,0
2020-12-14,0,0
2020-12-15,0,0
2020-12-16,0,0
2020-12-17,0,0
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,0,0
2021-01-01,0,0
2021-01-02,0,0
2021-01-03,0,0
2021-01-04,0,0
2021-01-05,0,0
2021-01-06,0,0
2021-01-07,0,0
2021-01-08,0,0
2021-01-09,0,0
2021-01-10,0,0
2021-01-11,0,0
2021-01-12,0,0
2021-01-13,0,0
2021-01-14,0,0
2021-01-15,0,0
2021-01-16,0,0
2021-01-17,0,0
2021-01-18,0,0
2021-01-19,0,0
2021-01-20,0,0
2021-01-21,0,0
2021-01-22,0,0
2021-01-23,0,0
2021-01-24,0,0
2021-01-25,0,0
2021-01-26,0,0
2021-01-27,0,0
2021-01-28,0,0
2021-01-29,0,0
2021-01-30,0,0
2021-01-31,0,0
2021-02-01,0,0
2021-02-02,0,0
2021-02-03,0,0
2021-02-04,0,0
2021-02-05,0,0
2021-02-06,0,0
2021-02-07,0,0
2021-02-08,0,0
2021-02-09,0,0
2021-02-10,0,0
2021-02-11,0,0
2021-02-12,0,0
2021-02-13,0,0
2021-02-14,0,0
2021-02-15,0,0
2021-02-16,0,0
2021-02-17,0,0
2021-02-18,0,0
2021-02-19,0,0
2021-02-20,0,0
2021-02-21,0,0
2021-02-22,0,0
2021-02-23,0,0
2021-02-24,0,0
2021-02-25,0,0
2021-02-26,0,0
2021-02-27,0,0
2021-02-28,0,0
2021-03-01,0,0
2021-03-02,1,0
2021-03-03,2,0
2021-03-04,0,0
2021-03-05,0,0
2021-03-06,0,0
2021-03-07,0,0
2021-03-08,0,0
2021-03-09,0,0
2021-03-10,0,0
2021-03-11,0,0
2021-03-12,0,0
2021-03-13,0,0
2021-03-14,0,0
2021-03-15,150,0
2021-03-16,345,0
2021-03-17,420,0
2021-03-18,305,0
2021-03-19,155,0
2021-03-20,0,0
2021-03-21,0,0
2021-03-22,25,0
2021-03-23,106,0
2021-03-24,80,0
2021-03-25,35,0
2021-03-26,32,0
2021-03-27,0,0
2021-03-28,0,0
2021-03-29,82,0
2021-03-30,41,0
2021-03-31,42,0
2021-04-01,1,0
2021-04-02,0,0
2021-04-03,1,0
2021-04-04,0,0
2021-04-05,20,0
2021-04-06,93,0
2021-04-07,853,0
2021-04-08,1462,0
2021-04-09,2210,0
2021-04-10,1099,0
2021-04-11,408,0
2021-04-12,1480,0
2021-04-13,828,0
2021-04-14,597,0
2021-04-15,422,0
2021-04-16,412,0
2021-04-17,41,0
2021-04-18,16,0
2021-04-19,145,0
2021-04-20,93,0
2021-04-21,78,0
2021-04-22,70,0
2021-04-23,75,0
2021-04-24,43,0
2021-04-25,14,0
2021-04-26,59,0
2021-04-27,38,0
2021-04-28,49,0
2021-04-29,47,0
2021-04-30,56,0
2021-05-01,6,0
2021-05-02,11,0
2021-05-03,158,0
2021-05-04,305,0
2021-05-05,372,0
2021-05-06,329,0
2021-05-07,438,0
2021-05-08,280,0
2021-05-09,242,0
2021-05-10,2320,0
2021-05-11,3716,0
2021-05-12,4153,0
2021-05-13,5796,0
2021-05-14,1506,0
2021-05-15,306,0
2021-05-16,403,0
2021-05-17,7053,0
2021-05-18,5487,0
2021-05-19,5331,0
2021-05-20,4845,0
2021-05-21,4404,0
2021-05-22,966,0
2021-05-23,67,0
2021-05-24,4882,0
2021-05-25,4203,0
2021-05-26,4035,0
2021-05-27,4402,0
2021-05-28,5760,0
2021-05-29,1071,0
2021-05-30,258,0
2021-05-31,4571,0
2021-06-01,2792,0
2021-06-02,1983,0
2021-06-03,3378,0
2021-06-04,3642,0
2021-06-05,628,0
2021-06-06,175,0
2021-06-07,4379,0
2021-06-08,2359,0
2021-06-09,1820,0
2021-06-10,4505,0
2021-06-11,5148,0
2021-06-12,165,0
2021-06-13,127,0
2021-06-14,4379,0
2021-06-15,1850,0
2021-06-16,1463,0
2021-06-17,1564,0
2021-06-18,3403,0
2021-06-19,25,0
2021-06-20,11,0
2021-06-21,2884,0
2021-06-22,1634,0
2021-06-23,787,0
2021-06-24,9011,0
2021-06-25,16118,0
2021-06-26,137,0
2021-06-27,43,0
2021-06-28,1142,0
2021-06-29,548,0
2021-06-30,487,0
2021-07-01,28670,0
2021-07-02,19067,0
2021-07-03,95,0
2021-07-04,7,0
2021-07-05,563,0
2021-07-06,680,0
2021-07-07,733,0
2021-07-08,16216,0
2021-07-09,17161,0
2021-07-10,139,0
2021-07-11,3,0
2021-07-12,250,0
2021-07-13,356,0
2021-07-14,483,0
2021-07-15,943,0
2021-07-16,838,0
2021-07-17,10835,0
2021-07-18,2946,0
2021-07-19,1030,0
2021-07-20,804,0
2021-07-21,1058,0
2021-07-22,1477,0
2021-07-23,2791,0
2021-07-24,38940,0
2021-07-25,7903,0
2021-07-26,835,0
2021-07-27,373,0
2021-07-28,505,0
2021-07-29,9570,0
2021-07-30,6608,0
2021-07-31,340,0
2021-08-01,20,0
2021-08-02,71053,0
2021-08-03,65094,0
2021-08-04,87067,0
2021-08-05,66786,0
2021-08-06,49073,0
2021-08-07,58981,0
2021-08-08,21585,0
2021-08-09,60766,0
2021-08-10,35249,0
2021-08-11,105669,0
2021-08-12,116328,0
2021-08-13,77070,0
2021-08-14,79277,0
2021-08-15,44876,0
2021-08-16,115208,0
2021-08-17,95037,0
2021-08-18,79656,0
2021-08-19,14518,0
2021-08-20,10598,0
2021-08-21,831,0
2021-08-22,51,0
2021-08-23,9017,0
2021-08-24,11548,0
2021-08-25,17247,0
2021-08-26,46708,0
2021-08-27,50520,0
2021-08-28,335,0
2021-08-29,9,0
2021-08-30,21953,0
2021-08-31,22260,0
2021-09-01,23916,0
2021-09-02,1821,0
2021-09-03,4175,0
2021-09-04,6253,0
2021-09-05,1,0
2021-09-06,0,0
2021-09-07,0,0
2021-09-08,0,0
2021-09-09,0,0
2021-09-10,22476,0
2021-09-11,0,0
2021-09-12,0,0
2021-09-13,0,0
2021-09-14,0,0
2021-09-15,0,0
2021-09-16,0,0
2021-09-17,18186,0
2021-09-18,0,0
2021-09-19,0,0
2021-09-20,0,0
2021-09-21,0,0
2021-09-22,0,0
2021-09-23,0,0
2021-09-24,11651,0
2021-09-25,4424,0
2021-09-26,0,0
2021-09-27,0,0
2021-09-28,0,0
2021-09-29,0,0
2021-09-30,0,0
2021-10-01,7385,0
2021-10-02,0,0
2021-10-03,0,0
2021-10-04,0,0
2021-10-05,0,0
2021-10-06,0,0
2021-10-07,0,0
2021-10-08,124583,0
2021-10-09,0,0
2021-10-10,0,0
2021-10-11,0,0
2021-10-12,0,0
2021-10-13,0,0
2021-10-14,0,0
2021-10-15,59793,0
2021-10-16,0,0
2021-10-17,0,0
2021-10-18,0,0
2021-10-19,0,0
2021-10-20,0,0
2021-10-21,0,0
2021-10-22,0,6360
2021-10-23,0,0
2021-10-24,0,0
2021-10-25,0,0
2021-10-26,0,0
2021-10-27,0,0
2021-10-28,0,0
2021-10-29,303752,2485
2021-10-30,0,0
2021-10-31,0,0
2021-11-01,0,0
2021-11-02,0,0
2021-11-03,0,0
2021-11-04,0,0
2021-11-05,18351,417
2021-11-06,0,0
2021-11-07,0,0
2021-11-08,0,0
2021-11-09,0,0
2021-11-10,0,0
2021-11-11,0,0
2021-11-12,128080,48191
2021-11-13,0,0
2021-11-14,0,0
2021-11-15,0,0
2021-11-16,0,0
2021-11-17,0,0
2021-11-18,0,0
2021-11-19,49706,27034
2021-11-20,0,0
2021-11-21,0,0
2021-11-22,0,0
2021-11-23,0,0
2021-11-24,0,0
2021-11-25,0,0
2021-11-26,0,0
2021-11-27,0,0
2021-11-28,0,0
2021-11-29,54309,18719
2021-11-30,0,0
2021-12-01,0,0
2021-12-02,0,0
2021-12-03,91340,13945
2021-12-04,0,0
2021-12-05,0,0
2021-12-06,0,0
2021-12-07,0,0
2021-12-08,0,0
2021-12-09,0,0
2021-12-10,65275,24036
2021-12-11,0,0
2021-12-12,0,0
2021-12-13,0,0
2021-12-14,0,0
2021-12-15,0,0
2021-12-16,0,0
2021-12-17,102333,33099
2021-12-18,0,0
2021-12-19,0,0
2021-12-20,0,0
2021-12-21,0,0
2021-12-22,0,0
2021-12-23,38259,100501
2021-12-24,0,0
2021-12-25,0,0
2021-12-26,0,0
2021-12-27,0,0
2021-12-28,0,0
2021-12-29,38555,140979
2021-12-30,0,0
2021-12-31,0,0
2022-01-01,0,0
2022-01-02,0,0
2022-01-03,0,0
2022-01-04,0,0
2022-01-05,0,0
2022-01-06,0,0
2022-01-07,54816,180600
2022-01-08,0,0
2022-01-09,0,0
2022-01-10,0,0
2022-01-11,0,0
2022-01-12,0,0
2022-01-13,0,0
2022-01-14,41996,130032
2022-01-15,0,0
2022-01-16,0,0
2022-01-17,0,0
2022-01-18,0,0
2022-01-19,0,0
2022-01-20,0,0
2022-01-21,29960,82332
2022-01-22,0,0
2022-01-23,0,0
2022-01-24,0,0
2022-01-25,0,0
2022-01-26,0,0
2022-01-27,0,0
2022-01-28,14121,40367
2022-01-29,0,0
2022-01-30,0,0
2022-01-31,0,0
2022-02-01,0,0
2022-02-02,0,0
2022-02-03,0,0
2022-02-04,28701,65252
2022-02-05,0,0
2022-02-06,0,0
2022-02-07,0,0
2022-02-08,0,0
2022-02-09,0,0
2022-02-10,0,0
2022-02-11,27822,76823
2022-02-12,0,0
2022-02-13,0,0
2022-02-14,0,0
2022-02-15,0,0
2022-02-16,0,0
2022-02-17,0,0
2022-02-18,23954,55750
2022-02-19,0,0
2022-02-20,0,0
2022-02-21,0,0
2022-02-22,0,0
2022-02-23,0,0
2022-02-24,0,0
2022-02-25,0,51209
2022-02-26,0,0
2022-02-27,0,0
2022-02-28,0,0
2022-03-01,0,0
2022-03-02,0,11583
2022-03-03,0,0
2022-03-04,48119,35189
2022-03-05,0,0
2022-03-06,0,0
2022-03-07,0,0
2022-03-08,0,0
2022-03-09,0,0
2022-03-10,0,0
2022-03-11,15544,12078
2022-03-12,0,0
2022-03-13,0,0
2022-03-14,0,0
2022-03-15,0,0
2022-03-16,33592,30320
2022-03-17,0,0
2022-03-18,29918,32372
2022-03-19,0,0
2022-03-20,0,0
2022-03-21,0,0
2022-03-22,0,0
2022-03-23,0,0
2022-03-24,0,0
2022-03-25,20174,23666
2022-03-26,0,0
2022-03-27,0,0
2022-03-28,0,0
2022-03-29,0,0
2022-03-30,0,0
2022-03-31,0,0
2022-04-01,15002,22193
2022-04-02,0,0
2022-04-03,0,0
2022-04-04,0,0
2022-04-05,0,0
2022-04-06,0,0
2022-04-07,0,0
2022-04-08,0,0
2022-04-09,0,0
2022-04-10,0,0
2022-04-11,0,0
2022-04-12,0,0
2022-04-13,0,0
2022-04-14,0,0
2022-04-15,0,28014
2022-04-16,0,0
2022-04-17,0,0
2022-04-18,0,0
2022-04-19,0,0
2022-04-20,0,0
2022-04-21,0,0
2022-04-22,0,0
2022-04-23,0,0
2022-04-24,0,0
2022-04-25,0,0
2022-04-26,0,0
2022-04-27,0,0
2022-04-28,0,0
2022-04-29,0,0
2022-04-30,0,0
2022-05-01,0,0
2022-05-02,0,0
2022-05-03,0,0
2022-05-04,0,0
2022-05-05,0,0
2022-05-06,0,0
2022-05-07,0,0
2022-05-08,0,0
2022-05-09,0,0
2022-05-10,0,0
2022-05-11,0,0
2022-05-12,0,0
2022-05-13,66944,86378
2022-05-14,0,0
2022-05-15,0,0
2022-05-16,0,0
2022-05-17,0,0
2022-05-18,0,0
2022-05-19,0,0
2022-05-20,0,0
2022-05-21,0,0
2022-05-22,0,0
2022-05-23,0,0
2022-05-24,0,0
2022-05-25,0,0
2022-05-26,0,0
2022-05-27,26901,26588
2022-05-28,0,0
2022-05-29,0,0
2022-05-30,0,0
2022-05-31,0,0
2022-06-01,0,0
2022-06-02,0,0
2022-06-03,0,0
2022-06-04,0,0
2022-06-05,0,0
2022-06-06,0,0
2022-06-07,0,0
2022-06-08,9803,19601
2022-06-09,0,0
2022-06-10,0,28952
2022-06-11,0,0
2022-06-12,0,0
2022-06-13,0,0
2022-06-14,0,0
2022-06-15,0,0
2022-06-16,0,0
2022-06-17,6895,0
2022-06-18,0,0
2022-06-19,0,0
2022-06-20,0,0
2022-06-21,0,0
2022-06-22,0,0
2022-06-23,0,0
2022-06-24,8807,39885
2022-06-25,0,0
2022-06-26,0,0
2022-06-27,0,0
2022-06-28,0,0
2022-06-29,0,0
2022-06-30,0,28119
2022-07-01,11681,16226
2022-07-02,0,0
2022-07-03,0,0
2022-07-04,0,0
2022-07-05,0,0
2022-07-06,0,0
2022-07-07,0,0
2022-07-08,9428,134151
2022-07-09,0,0
2022-07-10,0,0
2022-07-11,0,0
2022-07-12,0,0
2022-07-13,0,0
2022-07-14,0,0
2022-07-15,15769,39717
2022-07-16,0,0
2022-07-17,0,0
2022-07-18,0,0
2022-07-19,0,0
2022-07-20,0,0
2022-07-21,0,0
2022-07-22,0,40061
2022-07-23,0,0
2022-07-24,0,0
2022-07-25,0,0
2022-07-26,0,0
2022-07-27,0,0
2022-07-28,0,0
2022-07-29,196,41335
2022-07-30,0,0
2022-07-31,0,0
2022-08-01,0,0
2022-08-02,0,0
2022-08-03,0,0
2022-08-04,0,0
2022-08-05,3658,22436
2022-08-06,0,0
2022-08-07,0,0
2022-08-08,0,0
2022-08-09,0,0
2022-08-10,0,0
2022-08-11,0,0
2022-08-12,0,13390
2022-08-13,0,0
2022-08-14,0,0
2022-08-15,0,0
2022-08-16,0,0
2022-08-17,0,0
2022-08-18,0,0
2022-08-19,0,0
2022-08-20,0,0
2022-08-21,0,0
2022-08-22,0,0
2022-08-23,0,0
2022-08-24,0,0
2022-08-25,0,0
2022-08-26,0,0
2022-08-27,0,0
2022-08-28,0,0
2022-08-29,0,0
2022-08-30,0,0
2022-08-31,0,0
2022-09-01,0,0
2022-09-02,11540,42124
2022-09-03,0,0
2022-09-04,0,0
2022-09-05,0,0
2022-09-06,0,0
2022-09-07,0,0
2022-09-08,0,0
2022-09-09,0,9788
2022-09-10,0,0
2022-09-11,0,0
2022-09-12,0,0
2022-09-13,0,0
2022-09-14,0,0
2022-09-15,0,0
2022-09-16,0,0
2022-09-17,0,0
2022-09-18,0,0
2022-09-19,0,0
2022-09-20,0,0
2022-09-21,0,0
2022-09-22,0,0
2022-09-23,0,0
2022-09-24,0,0
2022-09-25,0,0
2022-09-26,0,0
2022-09-27,0,0
2022-09-28,0,0
2022-09-29,0,0
2022-09-30,9604,32128
2022-10-01,0,0
2022-10-02,0,0
2022-10-03,0,0
2022-10-04,0,0
2022-10-05,0,0
2022-10-06,0,0
2022-10-07,1472,5111
2022-10-08,0,0
2022-10-09,0,0
2022-10-10,0,0
2022-10-11,0,0
2022-10-12,0,0
2022-10-13,0,0
2022-10-14,1745,5911
2022-10-15,0,0
2022-10-16,0,0
2022-10-17,0,0
2022-10-18,0,0
2022-10-19,0,0
2022-10-20,0,0
2022-10-21,2210,8252
2022-10-22,0,0
2022-10-23,0,0
2022-10-24,0,0
2022-10-25,0,0
2022-10-26,0,0
2022-10-27,0,0
2022-10-28,0,0
2022-10-29,0,0
2022-10-30,0,0
2022-10-31,0,0
2022-11-01,0,0
2022-11-02,0,0
2022-11-03,0,0
2022-11-04,0,0
2022-11-05,0,0
2022-11-06,0,0
2022-11-07,0,0
2022-11-08,0,0
2022-11-09,0,0
2022-11-10,0,0
2022-11-11,6338,19589
2022-11-12,0,0
2022-11-13,0,0
2022-11-14,0,0
2022-11-15,0,0
2022-11-16,0,0
2022-11-17,0,0
2022-11-18,1818,6462
2022-11-19,0,0
2022-11-20,0,0
2022-11-21,0,0
2022-11-22,0,0
2022-11-23,0,0
2022-11-24,0,0
2022-11-25,0,0
2022-11-26,0,0
2022-11-27,0,0
2022-11-28,0,0
2022-11-29,0,0
2022-11-30,0,0
2022-12-01,0,0
2022-12-02,2664,11853
2022-12-03,0,0
2022-12-04,0,0
2022-12-05,0,0
2022-12-06,0,0
2022-12-07,0,0
2022-12-08,0,0
2022-12-09,960,4399
2022-12-10,0,0
2022-12-11,0,0
2022-12-12,0,0
2022-12-13,0,0
2022-12-14,0,0
2022-12-15,0,0
2022-12-16,0,5257
2022-12-17,0,0
2022-12-18,0,0
2022-12-19,0,0
2022-12-20,0,0
2022-12-21,0,0
2022-12-22,0,0
2022-12-23,0,0
2022-12-24,0,0
2022-12-25,0,0
2022-12-26,0,0
2022-12-27,0,0
2022-12-28,0,0
2022-12-29,0,0
2022-12-30,0,0
2022-12-31,0,0
2023-01-01,0,0
2023-01-02,0,0
2023-01-03,0,5753
2023-01-04,0,0
2023-01-05,0,0
2023-01-06,4133,5782
2023-01-07,0,0
2023-01-08,0,0
2023-01-09,0,0
2023-01-10,0,0
2023-01-11,0,0
2023-01-12,1264,6166
2023-01-13,1508,6933
2023-01-14,0,0
2023-01-15,0,0
2023-01-16,0,0
2023-01-17,0,0
2023-01-18,0,0
2023-01-19,0,0
2023-01-20,0,4868
2023-01-21,0,0
2023-01-22,0,0
2023-01-23,0,0
2023-01-24,0,0
2023-01-25,0,0
2023-01-26,0,0
2023-01-27,2249,4269
2023-01-28,0,0
2023-01-29,0,0
2023-01-30,0,0
2023-01-31,0,0
2023-02-01,0,0
2023-02-02,0,0
2023-02-03,0,0
2023-02-04,0,0
2023-02-05,0,0
2023-02-06,0,0
2023-02-07,0,0
2023-02-08,0,0
2023-02-09,0,0
2023-02-10,2188,26658
2023-02-11,0,0
2023-02-12,0,0
2023-02-13,0,0
2023-02-14,0,0
2023-02-15,0,0
2023-02-16,0,0
2023-02-17,0,0
2023-02-18,0,0
2023-02-19,0,0
2023-02-20,0,0
2023-02-21,0,0
2023-02-22,0,0
2023-02-23,0,0
2023-02-24,0,0
2023-02-25,0,0
2023-02-26,0,0
2023-02-27,0,0
2023-02-28,0,0
2023-03-01,0,0
2023-03-02,0,0
2023-03-03,1837,30066
2023-03-04,0,0
2023-03-05,0,0
2023-03-06,0,0
2023-03-07,0,0
2023-03-08,0,0
2023-03-09,0,0
2023-03-10,445,6844
2023-03-11,0,0
2023-03-12,0,0
2023-03-13,0,0
2023-03-14,0,0
2023-03-15,0,0
2023-03-16,0,0
2023-03-17,0,0
2023-03-18,0,0
2023-03-19,0,0
2023-03-20,0,0
2023-03-21,0,0
2023-03-22,0,0
2023-03-23,0,0
2023-03-24,0,0
2023-03-25,0,0
2023-03-26,0,0
2023-03-27,0,0
2023-03-28,0,0
2023-03-29,0,0
2023-03-30,0,0
2023-03-31,911,9305
2023-04-01,0,0
2023-04-02,0,0
2023-04-03,0,0
2023-04-04,0,0
2023-04-05,0,0
2023-04-06,0,0
2023-04-07,0,0
2023-04-08,0,0
2023-04-09,0,0
2023-04-10,0,0
2023-04-11,0,0
2023-04-12,0,0
2023-04-13,0,0
2023-04-14,0,0
2023-04-15,0,0
2023-04-16,0,0
2023-04-17,0,0
2023-04-18,0,0
2023-04-19,0,0
2023-04-20,0,0
2023-04-21,267,24572
2023-04-22,0,0
2023-04-23,0,0
2023-04-24,0,0
2023-04-25,0,0
2023-04-26,0,0
2023-04-27,0,0
2023-04-28,0,0
2023-04-29,0,0
2023-04-30,0,0
2023-05-01,0,0
2023-05-02,0,0
2023-05-03,0,0
